reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english
e2401472-ac0f-4ec0-9359-6bb0344703b1,Anne,https://play-lh.googleusercontent.com/a/ACg8ocK9bSWLR-wmRSIfzG2-x16YpZXZOdh-jwT0XFNkVr2htNnjYw=mo,Facile à utiliser,5,0,2.9.2,2022-10-16 10:31:31,,,2.9.2,French,Easy to use.
4171b8b8-176a-47f5-ba7d-52390028e9e3,Michel De Blocq,https://play-lh.googleusercontent.com/a/ACg8ocLewZ-VlElJQuKKiEAotqQYbdq8nBBwX9irbRUjoDteYg5Dwg=mo,entièrement satisfait,5,0,2.9.2,2022-10-14 18:37:43,,,2.9.2,French,"""completely satisfied"""
5229dd1a-16c6-42ca-895b-51e8241a6e6f,103 kriss,https://play-lh.googleusercontent.com/a-/ALV-UjVj5Oub4pD-DHxMbr2Tosac_Ls_8aT2HSquiwg2CKCbqF0z4zCw,pas mal,5,0,2.9.2,2022-10-13 21:03:55,,,2.9.2,French,Not bad.
bd660b6e-3c42-4ec9-871e-fb92116fece8,Guillaume Goffard,https://play-lh.googleusercontent.com/a/ACg8ocJXYZCkl8o_tNCuIleDMcFOGuEU4ecEqEhLXdnZXSzAmXN8CA=mo,Impossible de faire fonctionner l'application sur mon téléphone huawey !!!,1,0,2.9.1,2022-10-13 11:47:35,,,2.9.1,French,"""Impossible to get the app to work on my Huawei phone!!!"""
0eabcb2e-e0b1-4814-ba2d-b89a9c0d1f41,Philippe Fabre,https://play-lh.googleusercontent.com/a/ACg8ocJGIj0VzOGupJguCRVb-JzLunKg0757ycE2WbISzth8G0jYJA=mo,Utile parfois,4,0,2.9.2,2022-10-05 20:49:54,,,2.9.2,French,"""Useful sometimes"""
445cc85b-682b-4b53-a526-963a7781fc5a,Sylvie C.,https://play-lh.googleusercontent.com/a-/ALV-UjUuuNFh94HYrUVbTCkeSzYXbYGq5-1BZMKaT8EQ43ExJBQCfWNq,Application très pratique pour accéder aux informations de mon véhicule,5,0,2.7.0,2022-10-04 10:25:43,,,2.7.0,French,"""Very practical application for accessing my vehicle’s information."""
4f8a0bfb-3c23-4149-be2f-12e048f9dc28,Damien Picquet,https://play-lh.googleusercontent.com/a/ACg8ocIGhDJUXLsZBNua7eB3Z9CSo44YFcrIL2HEV_Bxjih1fSjUpA=mo,très bonne application,5,0,2.9.2,2022-10-02 11:08:46,,,2.9.2,French,very good application
5e37bbb4-312b-4b69-b0fa-0f96295b99be,Michel Vaye,https://play-lh.googleusercontent.com/a/ACg8ocJ4pjk-Pglg-gw4hSIzG3bC8tzs7VILrTL0eHQds46AdzkSSg=mo,très pratique,5,0,2.9.1,2022-09-29 21:13:30,,,2.9.1,French,very practical
3f9726d3-6011-4c74-9c67-7bc15831f9c3,France Welby,https://play-lh.googleusercontent.com/a/ACg8ocJV-FwEUt1PUoJ2Ly9ZtfQB0WNFLXafo_L3Se-WjBDqMVuFvw=mo,Blocages récurrents de l'application depuis 2 semaines. Pas d'amélioration avec la mise à jour. On ne peut plus contrôler les fonctions à distance !!! Perte de tout intérêt. Dommage,1,1,2.9.1,2022-09-29 08:03:25,"Bonjour! Merci pour votre commentaire! Nous regrettons que vous éprouviez des difficultés avec l'app My BMW. Nous travaillons continuellement à l'amélioration de l'app My BMW et notre équipe de développement travaille actuellement sur une solution. - My BMW App Support Team
",2022-10-10 16:33:46,2.9.1,French,Recurring app freezes for the last 2 weeks. No improvement with the update. We can’t control remote functions anymore!!! Loss of all interest. What a shame.
c5336f52-3ab1-4969-88ce-c763a9eed591,ALAIN FERNANDEZ,https://play-lh.googleusercontent.com/a-/ALV-UjXhTSSWs7EeubDEuHZ-UgvMIUPLlXEnjc8UC-JVy9J-47J3gTX6,Quand l'application me signale une MAJ My NMW app en cliquant dessus à part l'information pour cette MAJ impossible de la lancer et rien ne se passe de plus depuis la dernière MAJ GPS PAR BMW des beugles permanent se produisent,1,0,2.9.1,2022-09-28 13:52:22,,,2.9.1,French,"""When the app tells me there's a My BMW app update, clicking on it results in just the information for that update – it’s impossible to launch it, and nothing else happens. Since the last GPS update by BMW, permanent bugs keep occurring."""
