reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english
7b559ece-1d2d-43ae-92a1-d84f46841eb0,Franz Phillipp,https://play-lh.googleusercontent.com/a/ACg8ocKJcyBB0O56Qf3Z4YIrf5Rz3A932s6MPkGEj44rl6o_zAK0tg=mo,Sehr gut 👍,5,0,3.12.3,2024-03-21 08:45:56,,,3.12.3,German,Very good 👍
2aca6a60-02fa-4068-8695-4325ddde1036,Ch Ra,https://play-lh.googleusercontent.com/a-/ALV-UjULWWPXgWYmkdQLUaXCFz0GQZJlHfHlXPm6oGNsPk-rA6GC0BTF,BMW besser geht's nicht,5,0,3.12.3,2024-03-21 08:39:01,,,3.12.3,German,"""BMW, it can's get any better."""
8b2bf193-c76f-4739-9505-4c9c26bc5f45,Hannes Hagebuch,https://play-lh.googleusercontent.com/a-/ALV-UjUSilkYk4zU5tTJBeFyOLAhTfrq3Czxexuoh2-WycCLGqH0EA8,"Ich fahre einen 218d-Firmenwagen. Weil ich gerade mal von A nach B kommen möchte, ist das - tolle! - Auto nur rudimentär ausgestattet. Dementsprechend kann auch die App nicht allzu viel - aber das, was sie kann, macht sie rundum gut und störungsfrei. Sowas hätte ich mir vor knapp 40 Jahren für meine K100RT gewünscht...",5,1,4.3.0,2024-03-20 20:14:04,,,4.3.0,German,"""I drive a 218d company car. Because I just want to get from A to B, the car is only equipped in a rudimentary way. Accordingly, the app can’t do all that much - but what it *can* do, it does really well and without any issues. I would have wished for something like this 40 years ago for my K100RT..."""
bd1024d1-14d8-46d9-ae4f-77b1cd804821,Manfred,https://play-lh.googleusercontent.com/a/ACg8ocIBbqeohFQmYLbCCz5Jw5hvMg11hSjHThouYe1Q7GShF4lWBv8=mo,Sehr übersichtlich und informativ.,5,0,3.12.3,2024-03-20 16:59:05,,,3.12.3,German,Very clear and informative.
565c6af0-40f7-4436-aaf9-fec974b3a592,Josef Keller,https://play-lh.googleusercontent.com/a/ACg8ocJBNdaNWMkmDd84UGtJIOQIfi9TYcOU4bolyl4Thsx-Q7Wp8Q=mo,Es fehlen gesamt gefahrene e-km.,4,0,3.12.3,2024-03-20 15:55:22,,,3.12.3,German,"""Total e-km driven is missing."""
25232f50-0637-4401-99be-d0a0d71c903b,Rey Hunger,https://play-lh.googleusercontent.com/a-/ALV-UjVEeYD8ki2MzH2ezOMdGQ9PSUaYUfefkazfwkK2IsJYjWBq6UM,"Schön, dass es diese App gibt, um im modernen Zeitalter sein Fahrzeug mit Daten steuern bzw. überwachen kann. 👍 Leider kommt bei der Registrierung immer,, Systemfehler,, seitens der App, da ich wahrscheinlich beim Bilderrätsel zu Blöd bin, einen Frosch 🐸 mit anderen zu vergleichen, bzw. keine Ahnung habe, welche Getränke an heißen Sommertagen die ideale Erfrischung sind. 🤣 PS. :Sollte gegebenenfalls die Registrierung irgendwann erfolgreich sein, gibt's natürlich Sterne. 👍",1,11,3.12.3,2024-03-20 13:43:58,,,3.12.3,German,"""It’s great that this app exists to control or monitor your vehicle with data in this modern age. 👍 Unfortunately, I always get a ""system error"" from the app during registration, probably because I’m too dumb to compare a frog 🐸 in the picture puzzle, or I have no idea which drinks are the ideal refreshment on hot summer days. 🤣 P.S.: Should the registration ever succeed, there will of course be stars. 👍"""
b5ab6cc8-b80f-4baf-84de-36cbbdf5567b,Peter Fischer,https://play-lh.googleusercontent.com/a-/ALV-UjV6ejkD8Tch-XFXhZGf4KZUCTWFUFWyiSSeQMNMgrZcXGUUzdONkg,"App ruft Notruf ohne Grund Wolle die Standheizung von Außen mit der App akrivieren, Meldung: ""Auto überlastet, später versuchen"". Als ich 2 min später ins Auto steigen wollte hat das Auto bereits von alleine ohne Grund den Notruf gerufen.",1,1,3.12.3,2024-03-20 06:43:35,"Hallo Peter! Danke für Dein Feedback! Wir bedauern, dass Du diese Probleme mit der My BMW App hast. Kontaktiere die BMW ConnectedDrive Kundenbetreuung, damit wir Dir weiterhelfen können. Die Telefonnummer findest Du unter ""Profil"" > ""Kontaktieren Sie uns"". - My BMW App Support Team",2024-03-27 11:23:51,3.12.3,German,"""App makes emergency call for no reason. Wanted to activate the auxiliary heater from outside with the app, message: ""Vehicle overloaded, try again later"". When I wanted to get into the car 2 minutes later, the car had already made an emergency call by itself for no reason."""
87cda01c-7632-436c-900c-a7bbb90fc9da,Marcus Fritsch,https://play-lh.googleusercontent.com/a/ACg8ocLU03cPFBAuaDJ22tRO4Vy_rnNDtN28rcQeaL2Iz7NAbdSy=mo,"Langsame Kommunikation zwischen App und Auto. Vor allem das Aktivieren der Standklimatisierung. Auch über Alexa, wobei ich das noch nachvollziehen kann. Wenn man schon Kennzeichen in der App hinterlegen kann, wäre es in unserer tollen AI-Welt sehr nett wenn die Fahrzeugabbildungen dieses berücksichtigen würden. Ich versuche seit Wochen das letzte Remoteupdate zu installieren. Es startet auch nach 2000 km nicht. Kommt auch kein Fehler oder Grund. Für mich als IT'ler absolut nicht nachvollziehbar.",3,9,3.12.3,2024-03-19 22:20:22,"Hallo Marcus! Danke für Dein Feedback! Wir bedauern, dass Du diese Probleme mit der My BMW App hast. Kontaktiere die BMW ConnectedDrive Kundenbetreuung, damit wir Dir weiterhelfen können. Die Telefonnummer findest Du unter ""Profil"" > ""Kontaktieren Sie uns"". - My BMW App Support Team",2024-03-27 11:22:47,3.12.3,German,"“Slow communication between the app and the car. Especially activating the standstill climate control. Also via Alexa, although I can kind of understand that. If you can already enter the license plate in the app, it would be very nice in our great AI world if the vehicle depictions took this into account. I've been trying for weeks to install the last Remote Update. It doesn't start even after 2000 km. No error or reason appears either. Absolutely incomprehensible to me as an IT professional.”"
599d735a-5194-4094-b61d-ac7e80094ecc,Lars Dürre,https://play-lh.googleusercontent.com/a/ACg8ocLhKy7hWSN_kmAtxXMZfTQW-ZUuGc8Lwj7jAXUUPfmdeO2Qpg=mo,"Leider ist keiner in der Lage das ich Nachrichten auf deutsch bekomme....habe das Fahrzeug von einem Freund in Dänemark gekauft und keiner kann helfen,weder mein Händler noch die Hotline der app schade ....",1,0,3.12.3,2024-03-19 16:47:07,,,3.12.3,German,"""Unfortunately, no one is able to make it so that I receive notifications in German… I bought the vehicle from a friend in Denmark and no one can help, neither my dealer nor the app's hotline. That's a shame..."""
a0a0f0dd-d061-4688-aeea-90bb42ddb90a,H.-U. Böttger,https://play-lh.googleusercontent.com/a-/ALV-UjUrvb6qYqfBiPBi2K0ZJ6WAph7jgLM3wbWolzqaV_XzgBRqR7jz,Super,5,0,3.12.3,2024-03-19 13:42:37,,,3.12.3,German,"""Super"""
fd99e1e9-fdc7-4ddf-8959-b02f907989ac,Nicole Schmidt,https://play-lh.googleusercontent.com/a/ACg8ocLDwtGoGbD9q0TzT0MibjEAF5Mrzw1Jg5I3Rq0BLw0hy-t1cg=mo,Cool Features wie eine Vorschau vom zukünftigen Fahrzeug mit animiertem Vorschaufilm. Öffnung/Schließung des Fahrzeugs über App funktioniert tadellos. Nutze selbst leider nicht den gesamten Umfang der Funktionen. Grade mit Lüftung und dem Senden von Navigationszielen könnte man viel mehr spielen.,5,0,3.12.3,2024-03-18 18:50:32,"Hallo Nicole! Danke für Dein positives Feedback! Wir freuen uns, dass Dir die My BMW App gefällt! Deine Anregungen geben wir an unser Produktteam weiter. - My BMW App Support Team",2024-03-27 11:21:37,3.12.3,German,"Cool features like a preview of the future vehicle with an animated preview video. Opening/closing the vehicle via the app works flawlessly. I personally don't use the entire range of functions. Especially with ventilation and sending navigation destinations, there could be a lot more done."
8b468330-7cb8-437e-b458-4f9601948bf8,Oliver Joachim,https://play-lh.googleusercontent.com/a-/ALV-UjX-2TnJctLsWpa1dDj-kfyKqM-9r3cJ3TPAdEXLFSpA8BDQY-QL,Sehr innovativ und zuverlässig.,5,0,3.12.3,2024-03-18 17:06:32,,,3.12.3,German,"""Very innovative and reliable."""
0833be4d-7611-460e-a68c-e1fb0768836e,Guido Tönnies,https://play-lh.googleusercontent.com/a-/ALV-UjXmdtl-PQ0Wb63Bdxccp03y77IQvolrCjq_XhJNx40R7-B6iFay,Ist ganz gut 👍👍,5,0,3.12.3,2024-03-18 15:26:17,,,3.12.3,German,Quite good 👍👍
fc6a0ad3-f2c3-479f-8d1a-d51b64126768,Oliver Mrhal,https://play-lh.googleusercontent.com/a/ACg8ocLDqBxwyiOzn2-kp3LdvaATvgqarNqvbvAvJ_al-ePCRxvggQ=mo,Bei mir funktioniert diese App perfekt. Alles leicht zu verstehen. Top,5,0,3.12.3,2024-03-17 12:41:20,,,3.12.3,German,"For me, this app works perfectly. Everything is easy to understand. Top."
90754a60-0b63-49fa-a501-74eb5ae3df87,Markus Dauer,https://play-lh.googleusercontent.com/a/ACg8ocJkJ86eoil3-zIY85bukZc_OHYBpZnZia3T1ZDPacTzMgqqmw=mo,"Super App, alles bestens",5,0,3.12.3,2024-03-17 11:01:31,,,3.12.3,German,"Super App, everything's perfect."
5b8c9e91-89bc-4afd-a0fd-740bc9a0e7f3,Stefan Fischer,https://play-lh.googleusercontent.com/a/ACg8ocLGevfyrp1-UTnaXQhRwoWClW8CZ3aoeb6_T6qqfB1Jde0EAA=mo,Unkomplizierte Handhabung,5,0,3.12.3,2024-03-17 10:02:50,,,3.12.3,German,"""Uncomplicated handling"""
1f9f5010-f1da-4ab2-a901-b6898ead0963,Gerda Larke,https://play-lh.googleusercontent.com/a/ACg8ocLkACktuLJ-Zk9Z_2cxy7HzqadL-erw_voYmdIjd8HrDmdV_g=mo,"wofür ist diese app gut nun wahrscheinlich für singels, denn es funktioniert nur ein benutzer, warum auch sollte die zweite fahrerin, der zweite fahrer einstellungen für sich beanspruchen, es wird alles von einen für einen benutzer übertragen, der andere muss sich halt danach richten, eine zweite app mit dem selben benutzer geht nicht so etwas antiquiertes ist mir schon lange nicht mehr unter gekommen, so kann man z. b. keine adressbucheinträge ins navi übernehmen, usw.",1,0,3.12.3,2024-03-16 17:03:19,,,3.12.3,German,"""What’s this app good for now, probably singles, because it only works for one user. Why should the second driver, the second user, claim settings for themselves? Everything is transferred for one user at a time; the other has to adjust accordingly. Such an antiquated thing hasn't come my way in a long time. For example, you can't import address book entries into the navigation system, etc."""
8bd9b78e-ca76-4aa3-94b0-c38c74738534,Joe Munich,https://play-lh.googleusercontent.com/a-/ALV-UjWGUShIHkxq-1PiB839oX9y2SPaCD1u0ea2PZV8xkrmrc9go_XS,App funktioniert einwandfrei.,5,0,3.12.3,2024-03-15 22:15:26,,,3.12.3,German,"""App funktioniert einwandfrei.""

""App works flawlessly."""
e32adc94-169f-469f-80a1-8a76c9fae455,Marc Gärtner,https://play-lh.googleusercontent.com/a/ACg8ocJ1ArrAN0hDzRxLHVwK2BukWUXBMgPkAwxTd006QwkDMQDZVQ=mo,BESTE APP EVER !!!,5,0,3.12.3,2024-03-15 12:39:51,,,3.12.3,German,"""BEST APP EVER!!!"""
90af9e5f-7454-4cbb-aebe-6a71825e4496,Holger Ehrhardt,https://play-lh.googleusercontent.com/a/ACg8ocJ-80dSdhhpOU88fGttDsKKpBXyx-qJD7vh6vX6jJEAZ10VJA=mo,App reagiert sehr schnell und ist übersichtlich aufgebaut.,5,0,3.12.3,2024-03-14 18:16:44,,,3.12.3,German,"""App responds very quickly and is clearly structured."""
492a9895-0156-4f7d-80e0-d4dd757b743c,Michael Kreutzinger,https://play-lh.googleusercontent.com/a-/ALV-UjWuhQEdrNz61VjmIFNAn4pxtqK5hsqk5I12y0AAt8-l_LEp7TM,So eine coole App :-),5,0,3.12.3,2024-03-14 16:25:28,,,3.12.3,German,So cool app :-).
