reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,content_english
a6b26f87-f054-4582-86ce-2c10235c36f4,Ettore Trotta,https://play-lh.googleusercontent.com/a/ACg8ocKRVpop_XEGy5fd60xkIpGeu81zKLf-p5CRjMIv8fRvPPbQ6w=mo,App fantastico puoi fare un po' di tutto SUPER,5,0,3.11.3,2023-12-28 13:35:12,,,3.11.3,Italian,"Fantastic app, you can do everything, SUPER."
7201a057-cf4d-45b0-b642-1232b5feafbc,Loris Speranza,https://play-lh.googleusercontent.com/a/ACg8ocIutiDOYcdgz26tLxtNHPWOMDCHp0IDwhIxzz5ZjvoXc0HORA=mo,fantastica la consiglio,5,0,3.11.3,2023-12-28 13:22:11,,,3.11.3,Italian,"fantastic, I recommend it"
97c49929-cc99-47c6-b468-243545ba53b5,Marco Di Gangi,https://play-lh.googleusercontent.com/a/ACg8ocJ3A2yS4R_aJZrG46bEVTfD9aVajufyWGHkLtt9lNQbD5sB7A=mo,"Da quando l'app é stata cambiata (da BMW Connected a My BMW) la mia auto non la riconosce più e quindi non si connette. Ho provato ad aggiornare il software della mia macchina, ma il sito BMW mi dice che non ci sono aggiornamenti disponibili. In sostanza, l'app potrebbe essere fatta anche bene, ma risulta inutilizzabile per la mia F10 del 2016.",3,4,,2023-12-26 20:55:35,,,,Italian,"""Since the app was changed (from BMW Connected to My BMW), my car no longer recognizes it and therefore doesn's connect. I've tried updating the software of my car, but the BMW website tells me that there are no updates available. Basically, the app could be well-made, but it's unusable for my 2016 F10."""
e9698295-967b-4886-ab30-0521e8344943,Mauro Pinna,https://play-lh.googleusercontent.com/a/ACg8ocItGXg83ow0B58aYzsNkRbPjp4c_sbaiolCmlXa1mVkogBwXw=mo,Impossibile collegare perché non c'è la sezione messaggi BMW,1,0,3.11.3,2023-12-26 11:00:18,,,3.11.3,Italian,Impossible to connect because there’s no BMW messaging section.
a43dc4f2-acc9-4ecf-bc92-fe141f7ceafd,luigi riente,https://play-lh.googleusercontent.com/a-/ALV-UjW6iXRozyf2q5zkGJUyRiR47qKqgIcRvRpChx7bn6XAvQdKElL4Xg,semplicemente utile! che dire. Bravi!,5,0,3.11.3,2023-12-23 18:20:16,,,3.11.3,Italian,simply useful! What to say. Well done!
921be3ee-0163-4f45-b08a-04169cdbdf2c,paolo giovacchini,https://play-lh.googleusercontent.com/a-/ALV-UjWs7zyTqXhM0Ff4kdQsSi-wjd4sL6ukTg4LG27gXh1FiXYRQhMe,Deludente. Dopo aver connesso lo smartphone alla mia auto il veicolo richiede l'installazione di BMW connected....che non è disponibile,1,1,3.11.3,2023-12-23 10:29:21,Ciao Paolo! Grazie per il feedback. Ci dispiace per gli inconvenienti riscontrati nell'uso di My BMW App! Per ulteriore assistenza contatti il servizio clienti BMW al numero +39 02 51 610 111. - My BMW App Support Team,2023-12-29 13:52:24,3.11.3,Italian,"Disappointing. After connecting my smartphone to the car, the vehicle requires the installation of BMW Connected....which isn’t available."
ae329c1c-4d15-4225-bb12-c8ad549f5eeb,Giuseppe Catania,https://play-lh.googleusercontent.com/a-/ALV-UjWJFE-Zx_9zO3qQsD8AaBPjqw4B6ddKNGZLeoA2GalNOXdURZuOcQ,eccellente,5,0,3.11.3,2023-12-22 10:25:37,,,3.11.3,Italian,Excellent.
ae022a12-ee4a-45b7-b699-7a3400b21339,Maurizio Marzotti,https://play-lh.googleusercontent.com/a-/ALV-UjW0Ixo_WsOBMpgejYkCopM9kg9-z1p4QhAhTBr8yjVDbUyfjsmxNA,funziona e fa tante cose che app simili di altri brand non fanno.,5,0,3.11.3,2023-12-21 06:29:13,,,3.11.3,Italian,"""It works and does so many things that similar apps from other brands don't."""
c6abcca4-7f51-44f1-b664-077b9e228cb2,Stefano Meta,https://play-lh.googleusercontent.com/a/ACg8ocImpdk1OwnA0AnN4VraPP8dsJyVapwzzTfBPUppKzNubW-shg=mo,utilissima e veramente comoda,5,0,3.11.3,2023-12-20 22:18:42,,,3.11.3,Italian,"""very useful and truly convenient"""
c982068b-b085-4f84-9219-8ee722d1b62c,Emanuel Cindolo,https://play-lh.googleusercontent.com/a-/ALV-UjVGR0cmv8OkVHcSE3v30fJWUW0Jieuil7j61LCIdiaTD4GISshz,"Semplice e pratica, la consulto spesso quando sono lontano da auto.",5,0,3.11.3,2023-12-19 10:58:16,,,3.11.3,Italian,"Simple and practical, I often consult it when I’m away from the car."
